X,Y,Layer,SubClasses,ExtendedEntity,Linetype,EntityHandle,Text
-152.45732117376,57.7751772769715,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ e4d569bd-cdec-4706-b0bb-afdafb12ed79 },,14B,
-152.45613390338,57.7753566389775,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ e4d569bd-cdec-4706-b0bb-afdafb12ed79 },,14B,
-152.458300847513,57.7750344079297,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 7d12402d-c289-4bce-afea-9a69697a77c2 },,14C,
-152.45732117376,57.7751772769715,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 7d12402d-c289-4bce-afea-9a69697a77c2 },,14C,
-152.45954858236,57.774850916523,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 0e937045-71ca-46b2-afa6-f90448d640dd },,14D,
-152.458300847513,57.7750344079297,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 0e937045-71ca-46b2-afa6-f90448d640dd },,14D,
-152.460490992771,57.7747143141942,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ c1617817-8976-4847-a05d-9d438a13e78a },,14E,
-152.45954858236,57.774850916523,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ c1617817-8976-4847-a05d-9d438a13e78a },,14E,
-152.461573805269,57.7745495457785,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ dc49366e-773e-4d3e-997c-25e22121d78d },,14F,
-152.460490992771,57.7747143141942,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ dc49366e-773e-4d3e-997c-25e22121d78d },,14F,
-152.462689686955,57.7743798768724,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 8a363736-18f7-4366-ac0a-d8bbc8f83b49 },,150,
-152.461573805269,57.7745495457785,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 8a363736-18f7-4366-ac0a-d8bbc8f83b49 },,150,
-152.463744040651,57.7742218423529,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 8b4cee5f-89d7-43b1-8696-aba297097d7d },,151,
